fileName,wordCount,ttr,ttr_100,nouns,verbs,conjunctions,pronouns
147.txt,566,0.5600706713780919,0.8,201,69,25,39
146.txt,604,0.5993377483443708,0.81,273,59,40,28
84.txt,663,0.5641025641025641,0.8,256,91,33,39
90.txt,912,0.38596491228070173,0.68,187,180,39,110
47.txt,649,0.5423728813559322,0.71,213,85,36,28
1.txt,1050,0.43523809523809526,0.68,330,189,34,93
53.txt,824,0.5,0.79,276,119,31,30
34.txt,829,0.36670687575392036,0.68,264,101,47,66
20.txt,300,0.46,0.59,60,49,21,29
135.txt,1453,0.3571920165175499,0.66,393,257,56,144
121.txt,1775,0.3233802816901408,0.56,388,321,78,139
109.txt,1208,0.4908940397350993,0.76,345,177,40,87
108.txt,1460,0.4212328767123288,0.69,438,247,76,71
120.txt,717,0.5634588563458857,0.77,258,95,39,41
134.txt,815,0.47484662576687114,0.67,271,119,22,43
21.txt,702,0.45726495726495725,0.7,182,114,35,90
35.txt,1801,0.410882842865075,0.74,616,236,86,128
23.txt,1038,0.35934489402697495,0.63,357,128,65,86
37.txt,628,0.5923566878980892,0.76,229,78,37,45
122.txt,1211,0.4624277456647399,0.72,372,221,75,77
136.txt,684,0.5497076023391813,0.72,281,78,49,40
137.txt,1256,0.41878980891719747,0.72,387,183,60,85
123.txt,748,0.5187165775401069,0.73,256,107,33,38
36.txt,1548,0.39664082687338503,0.77,416,249,73,98
22.txt,834,0.5467625899280576,0.76,336,93,35,47
26.txt,2747,0.30396796505278484,0.62,729,464,131,235
32.txt,1104,0.43931159420289856,0.78,388,156,40,49
127.txt,950,0.41368421052631577,0.78,218,189,37,108
133.txt,629,0.5214626391096979,0.73,224,106,24,23
132.txt,1123,0.4666073018699911,0.76,397,166,50,49
126.txt,1161,0.5193798449612403,0.78,439,149,80,58
33.txt,888,0.4988738738738739,0.72,306,153,29,44
27.txt,840,0.4523809523809524,0.76,283,126,26,42
31.txt,1284,0.4338006230529595,0.7,399,214,53,96
25.txt,1126,0.5168738898756661,0.81,529,99,53,56
19.txt,722,0.5470914127423823,0.73,252,103,38,52
118.txt,926,0.5129589632829373,0.76,310,155,47,64
130.txt,720,0.48333333333333334,0.71,224,118,20,33
124.txt,1286,0.37091757387247276,0.66,403,250,46,90
125.txt,825,0.5345454545454545,0.83,335,98,56,55
131.txt,921,0.252985884907709,0.46,199,143,105,76
119.txt,1378,0.35776487663280115,0.73,450,258,32,94
18.txt,962,0.369022869022869,0.67,224,166,35,79
24.txt,1308,0.40978593272171254,0.7,383,198,67,99
30.txt,797,0.5257214554579673,0.72,268,120,39,68
