fileName,wordCount,ttr,ttr_100,nouns,verbs,conjunctions,pronouns
29,-0.3771178576561136,0.4166666666666667,0.68,-1.1477217130845379,2.247973266361807,1.5440680443502757,1.9590413923210936
15,1.7656175845728124,0.3831553973902728,0.73,1.6018611491663015,2.499687082618404,1.7160033436347992,2.1522883443830563
114,0.3156462326885768,0.38394415357766143,0.63,-0.4431411046327602,2.326335860928751,1.792391689498254,2.0253058652647704
100,1.7736729809721694,0.3339253996447602,0.68,1.094906808938803,2.4885507165004443,1.8750612633917,2.1903316981702914
128,-0.14888162634100247,0.4892086330935252,0.69,0.04662834270567057,2.1903316981702914,1.6812412373755872,1.6989700043360187
129,2.0395010621509457,0.3092841163310962,0.73,1.5674913633881662,2.48572142648158,1.8573324964312685,2.167317334748176
101,-0.5140595964451803,0.5149342891278376,0.82,-0.16818281840767627,2.0827853703164503,1.5440680443502757,1.724275869600789
115,1.7844135095046452,0.3419964559952747,0.74,1.0261672373825321,2.4712917110589387,1.845098040014257,2.3201462861110542
14,-0.21063966540273843,0.5410526315789473,0.84,0.6738769331566433,1.9444826721501687,1.6989700043360187,1.5797835966168101
28,0.13574237976960676,0.4837812789620018,0.78,-0.030703675295134288,2.2013971243204513,1.7853298350107671,1.7634279935629373
16,1.1668331188872856,0.41421736158578265,0.69,1.0003898980489305,2.4099331233312946,1.9590413923210936,1.9912260756924949
103,0.7533227703869664,0.6501145912910619,0.63,3.4921993669637534,1.9344984512435677,2.155336037465062,1.4771212547196624
117,-0.33952600779244824,0.3835920177383592,0.64,-0.5290655690780989,2.250420002308894,1.5797835966168101,1.7558748556724915
116,0.8231362058480592,0.4359550561797753,0.72,1.1464614876060064,2.294466226161593,1.6812412373755872,1.8260748027008264
102,-0.8174795274876222,0.5966850828729282,0.82,-0.589212694189836,2.0211892990699383,1.568201724066995,1.6812412373755872
17,1.4702530499297275,0.4035532994923858,0.74,1.0089823444934642,2.48572142648158,1.8573324964312685,2.161368002234975
13,0.6110107673316618,0.44665605095541405,0.75,0.8629107549363885,2.2648178230095364,1.5797835966168101,1.8512583487190752
106,-2.1117132156509584,0.5909090909090909,0.72,-2.2991095366520766,1.6127838567197355,0.8450980400142568,1.380211241711606
112,0.8687834521110815,0.4201183431952663,0.71,0.9230578800481256,2.3384564936046046,1.7993405494535817,2.060697840353612
113,0.181389626032629,0.5091240875912408,0.74,0.14973770004007705,2.164352855784437,1.6127838567197355,1.9084850188786497
107,0.35860834681848003,0.4466437177280551,0.74,0.49343555782143195,2.2695129442179165,1.9242792860618816,1.9294189257142926
12,-0.9034037557474288,0.4812138728323699,0.69,-1.061797248639199,2.0569048513364727,1.5797835966168101,1.7634279935629373
10,-0.5570217105750837,0.440925700365408,0.7,-0.5118806761890312,2.1367205671564067,1.4313637641589874,1.6020599913279623
38,-0.23212072246769005,0.5414012738853503,0.71,0.9144654336035918,1.9590413923210936,1.6532125137753437,1.662757831681574
139,1.4675679177966086,0.30984126984126986,0.74,0.6996542724902449,2.4183012913197452,2.037426497940624,2.0681858617461617
111,-0.535540653510132,0.5548854041013269,0.76,-0.31425440796475207,2.089905111439398,1.6232492903979006,1.6812412373755872
105,0.6647134099940409,0.4090909090909091,0.68,0.49343555782143195,2.3201462861110542,2.0681858617461617,1.9731278535996986
104,-0.116660040743575,0.465989847715736,0.68,-0.2197374970748795,2.1789769472931693,1.5563025007672873,1.7481880270062005
110,-0.17304781553907306,0.5601659751037344,0.72,0.3645488611534239,2.1492191126553797,1.591064607026499,1.7634279935629373
138,0.954707680370888,0.4335260115606937,0.77,0.7683938440465159,2.326335860928751,1.792391689498254,2.0211892990699383
39,1.4058098787348725,0.3550257731958763,0.7,1.9283741140585888,2.361727836017593,1.6720978579357175,1.8573324964312685
11,0.4042555930815023,0.5004240882103478,0.77,1.3183104164966837,2.060697840353612,1.6812412373755872,1.7323937598229686
76,0.16796396536703423,0.4665444546287809,0.75,0.3301790753752884,2.1931245983544616,1.5563025007672873,1.5314789170422551
62,0.7479525061207285,0.3794950267788829,0.68,0.5192128971550336,2.3283796034387376,2.0530784434834195,2.0293837776852097
89,0.11157619057153619,0.42710280373831777,0.73,-0.30566196152021824,2.2671717284030137,1.7993405494535817,1.6334684555795864
88,-0.892663227214953,0.5632183908045977,0.79,-0.39158642596555693,1.8976270912904414,1.6020599913279623,1.6127838567197355
63,1.20711010088407,0.4330175913396482,0.65,1.1464614876060064,2.404833716619938,1.9590413923210936,1.9912260756924949
77,-2.0418997801898655,0.6082089552238806,0.79,-2.170222839984069,1.4913616938342726,1.3424226808222062,1.505149978319906
49,-0.18915860833778678,0.5375782881002088,0.85,0.35595641470889,2.143014800254095,1.7634279935629373,1.5314789170422551
61,-0.6617418637667228,0.5447570332480819,0.78,-0.4001788724100908,2.0086001717619175,1.6434526764861874,1.724275869600789
75,-0.10323438007798022,0.4363636363636363,0.8,0.04662834270567057,2.1398790864012365,1.7634279935629373,1.3617278360175928
148,-2.1278240084496725,0.5932203389830508,0.71,-2.2647397508739413,1.568201724066995,1.0791812460476249,1.255272505103306
149,-1.128954854929421,0.524671052631579,0.73,-1.1734990524181395,1.9493900066449128,1.4913616938342726,1.3979400086720377
74,0.2055558152306996,0.5357466063348416,0.75,0.897280540714524,2.161368002234975,1.8325089127062364,1.6532125137753437
60,-0.9141442842799047,0.5,0.69,-1.1133519273064023,2.0492180226701815,1.4913616938342726,1.6334684555795864
48,0.10889105843841722,0.4518241347053321,0.68,0.25284705737448354,2.2013971243204513,1.8920946026904804,1.6020599913279623
64,-0.7234999028284588,0.5823451910408433,0.78,-0.3486241937428876,1.99563519459755,1.8195439355418688,1.462397997898956
70,-0.414709707519779,0.425629290617849,0.79,-0.6149900335234376,2.2430380486862944,1.505149978319906,1.8573324964312685
58,-1.5129287499654316,0.513978494623656,0.71,-1.4398648921986894,1.8920946026904804,1.146128035678238,1.4471580313422192
59,-0.08175332301302858,0.4218436873747495,0.73,-0.8813558733039877,2.2764618041732443,1.662757831681574,1.8512583487190752
71,-0.8765524344162393,0.5854700854700855,0.82,-0.5634353548562344,1.9777236052888478,1.6020599913279623,1.6020599913279623
65,0.04444788724356231,0.3866028708133971,0.74,-0.8212087481922506,2.278753600952829,1.6334684555795864,2.037426497940624
73,0.3183313648216957,0.4280732345248474,0.73,0.3301790753752884,2.2695129442179165,1.6020599913279623,1.7481880270062005
67,-0.5086893321789424,0.5232419547079857,0.81,-0.35721664018742144,2.0969100130080562,1.7075701760979363,1.7558748556724915
9,-0.2885084972631881,0.3887079261672096,0.72,-1.13053682019547,2.2528530309798933,1.5797835966168101,2.0211892990699383
98,1.4165504072673483,0.3708226221079691,0.8,1.7049705065007081,2.419955748489758,1.8692317197309762,2.0569048513364727
99,0.8714685842442005,0.4774575018477458,0.73,0.6395071473785078,2.2576785748691846,1.7853298350107671,2.0453229787866576
8,-1.1423805155950157,0.5970149253731343,0.77,-0.932910551971191,1.954242509439325,1.2787536009528289,1.5563025007672873
66,-0.7530363562927673,0.4679144385026738,0.73,-0.6751371586351748,2.0681858617461617,1.414973347970818,1.6901960800285136
72,-0.6697972601660798,0.4711168164313222,0.7,-1.1047594808618684,2.0827853703164503,1.6720978579357175,1.4471580313422192
57,0.1464829083020826,0.4321329639889197,0.68,-0.07366590751780365,2.247973266361807,1.8573324964312685,1.8976270912904414
5,-0.27239770446447437,0.447680690399137,0.76,-0.5118806761890312,2.187520720836463,1.7323937598229686,1.9493900066449128
43,-1.0430306266696145,0.565625,0.75,-0.6493598193015732,1.8976270912904414,1.3424226808222062,1.7160033436347992
142,-0.5919284283056301,0.5346534653465347,0.75,-0.3486241937428876,2.03342375548695,1.7323937598229686,1.8808135922807914
94,-1.0349752302702575,0.5458786936236392,0.8,-1.0532048021946652,2.0,1.6232492903979006,1.6812412373755872
80,1.0513724371631705,0.40774647887323945,0.69,0.4848431113768981,2.3541084391474008,1.9294189257142926,2.060697840353612
