fileName,wordCount,ttr
15.txt,1686,0.3831553973902728
14.txt,950,0.5410526315789473
16.txt,1463,0.41421736158578265
17.txt,1576,0.4035532994923858
13.txt,1256,0.446656050955414
12.txt,692,0.48121387283236994
10.txt,821,0.440925700365408
11.txt,1179,0.5004240882103478
9.txt,921,0.38870792616720956
8.txt,603,0.5970149253731343
5.txt,927,0.447680690399137
4.txt,852,0.47417840375586856
6.txt,1024,0.40625
7.txt,911,0.5268935236004391
3.txt,1171,0.4210076857386849
2.txt,568,0.6003521126760564
1.txt,1050,0.43523809523809526
20.txt,300,0.46
19.txt,722,0.5470914127423823
18.txt,962,0.369022869022869
